"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"GO:0016126","GO:0016126","sterol biosynthetic process",64,-0.799853457976059,-2.36793367583486,1e-10,2.81526315789474e-08,2.48642659279778e-08,1127,"tags=55%, list=10%, signal=50%","ENSG00000278540/ENSG00000130203/ENSG00000172893/ENSG00000111684/ENSG00000170522/ENSG00000198911/ENSG00000170271/ENSG00000118137/ENSG00000100003/ENSG00000143815/ENSG00000132196/ENSG00000015520/ENSG00000084674/ENSG00000109929/ENSG00000099194/ENSG00000167508/ENSG00000001626/ENSG00000166394/ENSG00000148377/ENSG00000113161/ENSG00000169710/ENSG00000147383/ENSG00000167910/ENSG00000160752/ENSG00000079459/ENSG00000116133/ENSG00000147155/ENSG00000149809/ENSG00000110921/ENSG00000001630/ENSG00000112972/ENSG00000052802/ENSG00000133935/ENSG00000160285/ENSG00000104549"
"GO:0044770","GO:0044770","cell cycle phase transition",451,-0.538808546034869,-1.89015022704641,1e-10,2.81526315789474e-08,2.48642659279778e-08,2454,"tags=37%, list=21%, signal=30%","ENSG00000108671/ENSG00000197361/ENSG00000154767/ENSG00000204264/ENSG00000100911/ENSG00000163806/ENSG00000183765/ENSG00000101447/ENSG00000165916/ENSG00000100519/ENSG00000140534/ENSG00000108344/ENSG00000141510/ENSG00000087206/ENSG00000065328/ENSG00000154611/ENSG00000136930/ENSG00000101224/ENSG00000011243/ENSG00000101624/ENSG00000128908/ENSG00000089053/ENSG00000058668/ENSG00000111907/ENSG00000179051/ENSG00000099341/ENSG00000108465/ENSG00000174672/ENSG00000170027/ENSG00000005249/ENSG00000126001/ENSG00000127452/ENSG00000102225/ENSG00000188229/ENSG00000175166/ENSG00000277791/ENSG00000092010/ENSG00000131462/ENSG00000126457/ENSG00000008018/ENSG00000108100/ENSG00000131467/ENSG00000154473/ENSG00000112242/ENSG00000176907/ENSG00000135336/ENSG00000132383/ENSG00000148411/ENSG00000164754/ENSG00000168411/ENSG00000072864/ENSG00000142484/ENSG00000176248/ENSG00000070808/ENSG00000110200/ENSG00000185627/ENSG00000108106/ENSG00000041357/ENSG00000176208/ENSG00000103035/ENSG00000143106/ENSG00000126067/ENSG00000100823/ENSG00000053900/ENSG00000149311/ENSG00000146143/ENSG00000151247/ENSG00000196230/ENSG00000127564/ENSG00000115738/ENSG00000103540/ENSG00000169136/ENSG00000115233/ENSG00000146648/ENSG00000173692/ENSG00000171848/ENSG00000141577/ENSG00000100567/ENSG00000109132/ENSG00000115942/ENSG00000106462/ENSG00000145604/ENSG00000006634/ENSG00000088986/ENSG00000198783/ENSG00000087191/ENSG00000121774/ENSG00000013275/ENSG00000172273/ENSG00000138411/ENSG00000147874/ENSG00000163781/ENSG00000285816/ENSG00000132780/ENSG00000183856/ENSG00000151849/ENSG00000228716/ENSG00000092853/ENSG00000214367/ENSG00000213397/ENSG00000106399/ENSG00000075218/ENSG00000103995/ENSG00000128789/ENSG00000124688/ENSG00000100297/ENSG00000101868/ENSG00000181965/ENSG00000105219/ENSG00000117748/ENSG00000112118/ENSG00000112312/ENSG00000135083/ENSG00000164815/ENSG00000198835/ENSG00000146670/ENSG00000133101/ENSG00000164109/ENSG00000104738/ENSG00000132646/ENSG00000173207/ENSG00000073111/ENSG00000159147/ENSG00000178999/ENSG00000076003/ENSG00000112029/ENSG00000040275/ENSG00000140015/ENSG00000131351/ENSG00000165891/ENSG00000129355/ENSG00000166483/ENSG00000013810/ENSG00000170312/ENSG00000157456/ENSG00000143476/ENSG00000129173/ENSG00000178295/ENSG00000087586/ENSG00000168309/ENSG00000122641/ENSG00000152240/ENSG00000117650/ENSG00000112742/ENSG00000175063/ENSG00000120539/ENSG00000088325/ENSG00000072571/ENSG00000161692/ENSG00000136122/ENSG00000138778/ENSG00000169679/ENSG00000111206/ENSG00000118193/ENSG00000117724/ENSG00000142731/ENSG00000145386/ENSG00000126787/ENSG00000165304/ENSG00000011426/ENSG00000162063/ENSG00000100479/ENSG00000166851/ENSG00000147082/ENSG00000134057/ENSG00000080986/ENSG00000138395/ENSG00000136235"
"GO:0044772","GO:0044772","mitotic cell cycle phase transition",420,-0.554532809970851,-1.93599160453433,1e-10,2.81526315789474e-08,2.48642659279778e-08,1629,"tags=37%, list=14%, signal=33%","ENSG00000165916/ENSG00000100519/ENSG00000140534/ENSG00000108344/ENSG00000141510/ENSG00000065328/ENSG00000154611/ENSG00000136930/ENSG00000101224/ENSG00000101624/ENSG00000128908/ENSG00000089053/ENSG00000111907/ENSG00000179051/ENSG00000099341/ENSG00000108465/ENSG00000174672/ENSG00000170027/ENSG00000005249/ENSG00000126001/ENSG00000127452/ENSG00000102225/ENSG00000188229/ENSG00000175166/ENSG00000277791/ENSG00000092010/ENSG00000131462/ENSG00000126457/ENSG00000008018/ENSG00000108100/ENSG00000131467/ENSG00000154473/ENSG00000112242/ENSG00000135336/ENSG00000132383/ENSG00000148411/ENSG00000164754/ENSG00000168411/ENSG00000072864/ENSG00000142484/ENSG00000176248/ENSG00000070808/ENSG00000110200/ENSG00000185627/ENSG00000108106/ENSG00000041357/ENSG00000103035/ENSG00000143106/ENSG00000126067/ENSG00000100823/ENSG00000053900/ENSG00000149311/ENSG00000146143/ENSG00000151247/ENSG00000196230/ENSG00000127564/ENSG00000115738/ENSG00000103540/ENSG00000115233/ENSG00000146648/ENSG00000173692/ENSG00000171848/ENSG00000141577/ENSG00000100567/ENSG00000109132/ENSG00000115942/ENSG00000106462/ENSG00000145604/ENSG00000006634/ENSG00000088986/ENSG00000198783/ENSG00000087191/ENSG00000121774/ENSG00000013275/ENSG00000172273/ENSG00000138411/ENSG00000147874/ENSG00000163781/ENSG00000285816/ENSG00000132780/ENSG00000183856/ENSG00000151849/ENSG00000228716/ENSG00000092853/ENSG00000214367/ENSG00000213397/ENSG00000106399/ENSG00000075218/ENSG00000103995/ENSG00000128789/ENSG00000124688/ENSG00000100297/ENSG00000101868/ENSG00000181965/ENSG00000105219/ENSG00000117748/ENSG00000112118/ENSG00000112312/ENSG00000135083/ENSG00000164815/ENSG00000198835/ENSG00000146670/ENSG00000133101/ENSG00000164109/ENSG00000104738/ENSG00000132646/ENSG00000173207/ENSG00000073111/ENSG00000159147/ENSG00000178999/ENSG00000076003/ENSG00000112029/ENSG00000040275/ENSG00000140015/ENSG00000131351/ENSG00000165891/ENSG00000129355/ENSG00000166483/ENSG00000013810/ENSG00000170312/ENSG00000157456/ENSG00000143476/ENSG00000129173/ENSG00000178295/ENSG00000087586/ENSG00000168309/ENSG00000122641/ENSG00000152240/ENSG00000117650/ENSG00000112742/ENSG00000175063/ENSG00000120539/ENSG00000088325/ENSG00000072571/ENSG00000161692/ENSG00000136122/ENSG00000138778/ENSG00000169679/ENSG00000111206/ENSG00000118193/ENSG00000117724/ENSG00000142731/ENSG00000145386/ENSG00000126787/ENSG00000165304/ENSG00000011426/ENSG00000162063/ENSG00000100479/ENSG00000166851/ENSG00000147082/ENSG00000134057/ENSG00000080986/ENSG00000138395/ENSG00000136235"
"GO:0048285","GO:0048285","organelle fission",325,-0.606164831743886,-2.09381403808972,1e-10,2.81526315789474e-08,2.48642659279778e-08,1749,"tags=34%, list=15%, signal=30%","ENSG00000088833/ENSG00000154229/ENSG00000134278/ENSG00000154473/ENSG00000173809/ENSG00000087470/ENSG00000179218/ENSG00000151577/ENSG00000172113/ENSG00000154429/ENSG00000176623/ENSG00000164754/ENSG00000204991/ENSG00000120498/ENSG00000072864/ENSG00000166821/ENSG00000112941/ENSG00000110200/ENSG00000185627/ENSG00000108106/ENSG00000204899/ENSG00000178966/ENSG00000146410/ENSG00000053900/ENSG00000113522/ENSG00000149311/ENSG00000156026/ENSG00000083535/ENSG00000104983/ENSG00000102967/ENSG00000127564/ENSG00000175334/ENSG00000167244/ENSG00000068796/ENSG00000103056/ENSG00000138411/ENSG00000085999/ENSG00000143452/ENSG00000168556/ENSG00000198765/ENSG00000143228/ENSG00000051180/ENSG00000204410/ENSG00000128789/ENSG00000124688/ENSG00000136492/ENSG00000181965/ENSG00000237649/ENSG00000137090/ENSG00000100918/ENSG00000077935/ENSG00000198901/ENSG00000136982/ENSG00000160207/ENSG00000288000/ENSG00000154920/ENSG00000146670/ENSG00000100814/ENSG00000133101/ENSG00000164109/ENSG00000129810/ENSG00000178999/ENSG00000161800/ENSG00000112029/ENSG00000249961/ENSG00000149503/ENSG00000040275/ENSG00000163611/ENSG00000167842/ENSG00000010292/ENSG00000197275/ENSG00000152670/ENSG00000138182/ENSG00000121152/ENSG00000128944/ENSG00000101057/ENSG00000013810/ENSG00000121621/ENSG00000170312/ENSG00000157456/ENSG00000109805/ENSG00000178295/ENSG00000137807/ENSG00000136824/ENSG00000168802/ENSG00000087586/ENSG00000177602/ENSG00000117650/ENSG00000112742/ENSG00000175063/ENSG00000088325/ENSG00000131747/ENSG00000136122/ENSG00000138778/ENSG00000169679/ENSG00000123219/ENSG00000066923/ENSG00000146918/ENSG00000118193/ENSG00000117724/ENSG00000126787/ENSG00000011426/ENSG00000090889/ENSG00000148773/ENSG00000166851/ENSG00000017427/ENSG00000156509/ENSG00000134057/ENSG00000080986/ENSG00000138798/ENSG00000134690"
"GO:0051301","GO:0051301","cell division",429,-0.549210377690006,-1.91719137540476,1e-10,2.81526315789474e-08,2.48642659279778e-08,960,"tags=20%, list=8%, signal=19%","ENSG00000075188/ENSG00000147874/ENSG00000152684/ENSG00000141759/ENSG00000168556/ENSG00000198765/ENSG00000113296/ENSG00000151849/ENSG00000146425/ENSG00000143228/ENSG00000214367/ENSG00000255346/ENSG00000213397/ENSG00000136492/ENSG00000237649/ENSG00000198901/ENSG00000119969/ENSG00000146670/ENSG00000133101/ENSG00000164109/ENSG00000129810/ENSG00000173207/ENSG00000177143/ENSG00000102981/ENSG00000138180/ENSG00000178999/ENSG00000161800/ENSG00000105486/ENSG00000112029/ENSG00000149503/ENSG00000040275/ENSG00000159055/ENSG00000129534/ENSG00000163611/ENSG00000167842/ENSG00000010292/ENSG00000133739/ENSG00000131351/ENSG00000165891/ENSG00000138182/ENSG00000161888/ENSG00000121152/ENSG00000128944/ENSG00000122966/ENSG00000114346/ENSG00000166483/ENSG00000013810/ENSG00000170312/ENSG00000157456/ENSG00000186871/ENSG00000129173/ENSG00000109805/ENSG00000137807/ENSG00000136824/ENSG00000102901/ENSG00000087586/ENSG00000152240/ENSG00000117650/ENSG00000175063/ENSG00000120539/ENSG00000088325/ENSG00000131747/ENSG00000174442/ENSG00000136122/ENSG00000138778/ENSG00000169679/ENSG00000146918/ENSG00000089685/ENSG00000118193/ENSG00000117724/ENSG00000142731/ENSG00000145386/ENSG00000136108/ENSG00000066279/ENSG00000011426/ENSG00000162063/ENSG00000090889/ENSG00000166851/ENSG00000112984/ENSG00000147082/ENSG00000134057/ENSG00000111665/ENSG00000080986/ENSG00000134690"
"GO:0071103","GO:0071103","DNA conformation change",201,-0.625171082698401,-2.09063586651841,1e-10,2.81526315789474e-08,2.48642659279778e-08,2384,"tags=44%, list=21%, signal=35%","ENSG00000118900/ENSG00000174953/ENSG00000272047/ENSG00000141510/ENSG00000189403/ENSG00000101596/ENSG00000156502/ENSG00000096717/ENSG00000011243/ENSG00000128908/ENSG00000145907/ENSG00000143799/ENSG00000105011/ENSG00000138375/ENSG00000178460/ENSG00000111445/ENSG00000112249/ENSG00000166582/ENSG00000004700/ENSG00000153044/ENSG00000156709/ENSG00000134452/ENSG00000132475/ENSG00000189060/ENSG00000132383/ENSG00000151725/ENSG00000101945/ENSG00000112941/ENSG00000132740/ENSG00000075856/ENSG00000113522/ENSG00000183207/ENSG00000175334/ENSG00000049541/ENSG00000106028/ENSG00000128513/ENSG00000102038/ENSG00000162521/ENSG00000140451/ENSG00000085999/ENSG00000187475/ENSG00000136936/ENSG00000132780/ENSG00000198765/ENSG00000051180/ENSG00000125398/ENSG00000196497/ENSG00000160957/ENSG00000100297/ENSG00000136492/ENSG00000112118/ENSG00000133119/ENSG00000136982/ENSG00000147316/ENSG00000119969/ENSG00000146670/ENSG00000197837/ENSG00000104738/ENSG00000073111/ENSG00000076003/ENSG00000013573/ENSG00000188486/ENSG00000102384/ENSG00000167670/ENSG00000149503/ENSG00000159055/ENSG00000163312/ENSG00000129534/ENSG00000111877/ENSG00000010292/ENSG00000197275/ENSG00000101812/ENSG00000166451/ENSG00000121152/ENSG00000183598/ENSG00000188312/ENSG00000186871/ENSG00000109805/ENSG00000136824/ENSG00000168802/ENSG00000102901/ENSG00000159259/ENSG00000131747/ENSG00000111732/ENSG00000123219/ENSG00000100162/ENSG00000146918/ENSG00000134057"
"GO:0098813","GO:0098813","nuclear chromosome segregation",179,-0.704947755200908,-2.33418553379704,1e-10,2.81526315789474e-08,2.48642659279778e-08,851,"tags=31%, list=7%, signal=29%","ENSG00000143452/ENSG00000198765/ENSG00000143228/ENSG00000128789/ENSG00000124688/ENSG00000136492/ENSG00000237649/ENSG00000100918/ENSG00000077935/ENSG00000198901/ENSG00000136982/ENSG00000154920/ENSG00000146670/ENSG00000100814/ENSG00000164109/ENSG00000129810/ENSG00000178999/ENSG00000013573/ENSG00000161800/ENSG00000112029/ENSG00000249961/ENSG00000149503/ENSG00000040275/ENSG00000163611/ENSG00000167842/ENSG00000010292/ENSG00000121152/ENSG00000128944/ENSG00000114346/ENSG00000171320/ENSG00000013810/ENSG00000121621/ENSG00000109805/ENSG00000178295/ENSG00000137807/ENSG00000136824/ENSG00000168802/ENSG00000177602/ENSG00000117650/ENSG00000112742/ENSG00000175063/ENSG00000131747/ENSG00000138778/ENSG00000169679/ENSG00000123219/ENSG00000066923/ENSG00000146918/ENSG00000118193/ENSG00000117724/ENSG00000126787/ENSG00000090889/ENSG00000166851/ENSG00000134057/ENSG00000080986/ENSG00000134690"
"GO:0140014","GO:0140014","mitotic nuclear division",210,-0.682818618076709,-2.29476395869374,1e-10,2.81526315789474e-08,2.48642659279778e-08,1749,"tags=39%, list=15%, signal=34%","ENSG00000088833/ENSG00000154229/ENSG00000154473/ENSG00000151577/ENSG00000172113/ENSG00000154429/ENSG00000176623/ENSG00000164754/ENSG00000072864/ENSG00000112941/ENSG00000110200/ENSG00000108106/ENSG00000204899/ENSG00000053900/ENSG00000149311/ENSG00000083535/ENSG00000104983/ENSG00000127564/ENSG00000175334/ENSG00000167244/ENSG00000068796/ENSG00000103056/ENSG00000138411/ENSG00000143228/ENSG00000128789/ENSG00000124688/ENSG00000181965/ENSG00000237649/ENSG00000137090/ENSG00000100918/ENSG00000077935/ENSG00000198901/ENSG00000136982/ENSG00000288000/ENSG00000146670/ENSG00000164109/ENSG00000129810/ENSG00000178999/ENSG00000161800/ENSG00000112029/ENSG00000149503/ENSG00000040275/ENSG00000163611/ENSG00000167842/ENSG00000010292/ENSG00000138182/ENSG00000121152/ENSG00000128944/ENSG00000101057/ENSG00000013810/ENSG00000121621/ENSG00000170312/ENSG00000157456/ENSG00000109805/ENSG00000178295/ENSG00000137807/ENSG00000136824/ENSG00000168802/ENSG00000087586/ENSG00000177602/ENSG00000117650/ENSG00000112742/ENSG00000175063/ENSG00000088325/ENSG00000136122/ENSG00000138778/ENSG00000169679/ENSG00000123219/ENSG00000146918/ENSG00000118193/ENSG00000117724/ENSG00000126787/ENSG00000011426/ENSG00000090889/ENSG00000148773/ENSG00000166851/ENSG00000017427/ENSG00000156509/ENSG00000134057/ENSG00000080986/ENSG00000138798/ENSG00000134690"
"GO:1902653","GO:1902653","secondary alcohol biosynthetic process",59,-0.805758295039543,-2.34997272460481,1e-10,2.81526315789474e-08,2.48642659279778e-08,1127,"tags=54%, list=10%, signal=49%","ENSG00000278540/ENSG00000130203/ENSG00000172893/ENSG00000111684/ENSG00000170522/ENSG00000198911/ENSG00000118137/ENSG00000100003/ENSG00000143815/ENSG00000132196/ENSG00000015520/ENSG00000084674/ENSG00000109929/ENSG00000099194/ENSG00000167508/ENSG00000001626/ENSG00000148377/ENSG00000113161/ENSG00000169710/ENSG00000147383/ENSG00000167910/ENSG00000160752/ENSG00000079459/ENSG00000116133/ENSG00000147155/ENSG00000149809/ENSG00000110921/ENSG00000001630/ENSG00000112972/ENSG00000052802/ENSG00000160285/ENSG00000104549"
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition",296,-0.549267608261687,-1.88623928760311,1.41256714958241e-10,3.77791084155816e-08,3.33663229859256e-08,2621,"tags=40%, list=23%, signal=32%","ENSG00000100902/ENSG00000142507/ENSG00000164695/ENSG00000153107/ENSG00000086827/ENSG00000020922/ENSG00000135679/ENSG00000205629/ENSG00000108671/ENSG00000154767/ENSG00000204264/ENSG00000100911/ENSG00000183765/ENSG00000165916/ENSG00000100519/ENSG00000140534/ENSG00000108344/ENSG00000141510/ENSG00000154611/ENSG00000136930/ENSG00000101224/ENSG00000101624/ENSG00000128908/ENSG00000089053/ENSG00000179051/ENSG00000099341/ENSG00000108465/ENSG00000170027/ENSG00000005249/ENSG00000126001/ENSG00000188229/ENSG00000175166/ENSG00000277791/ENSG00000092010/ENSG00000131462/ENSG00000126457/ENSG00000008018/ENSG00000131467/ENSG00000154473/ENSG00000148411/ENSG00000164754/ENSG00000168411/ENSG00000072864/ENSG00000142484/ENSG00000176248/ENSG00000110200/ENSG00000185627/ENSG00000041357/ENSG00000103035/ENSG00000143106/ENSG00000126067/ENSG00000100823/ENSG00000053900/ENSG00000149311/ENSG00000196230/ENSG00000115738/ENSG00000103540/ENSG00000115233/ENSG00000146648/ENSG00000173692/ENSG00000141577/ENSG00000100567/ENSG00000109132/ENSG00000106462/ENSG00000088986/ENSG00000198783/ENSG00000087191/ENSG00000013275/ENSG00000138411/ENSG00000147874/ENSG00000163781/ENSG00000151849/ENSG00000092853/ENSG00000214367/ENSG00000213397/ENSG00000075218/ENSG00000103995/ENSG00000128789/ENSG00000124688/ENSG00000181965/ENSG00000117748/ENSG00000198835/ENSG00000146670/ENSG00000164109/ENSG00000132646/ENSG00000159147/ENSG00000178999/ENSG00000112029/ENSG00000040275/ENSG00000140015/ENSG00000131351/ENSG00000165891/ENSG00000129355/ENSG00000166483/ENSG00000170312/ENSG00000143476/ENSG00000129173/ENSG00000178295/ENSG00000087586/ENSG00000168309/ENSG00000152240/ENSG00000117650/ENSG00000112742/ENSG00000175063/ENSG00000088325/ENSG00000072571/ENSG00000161692/ENSG00000138778/ENSG00000169679/ENSG00000118193/ENSG00000117724/ENSG00000142731/ENSG00000126787/ENSG00000011426/ENSG00000166851/ENSG00000147082/ENSG00000134057/ENSG00000080986/ENSG00000136235"
"GO:0065004","GO:0065004","protein-DNA complex assembly",132,-0.645867295685,-2.08843168094781,2.00791992015505e-10,5.11445888233778e-08,4.51706496323602e-08,1001,"tags=46%, list=9%, signal=43%","ENSG00000164104/ENSG00000119335/ENSG00000181163/ENSG00000147601/ENSG00000154767/ENSG00000118900/ENSG00000272047/ENSG00000165916/ENSG00000100519/ENSG00000141510/ENSG00000104221/ENSG00000189403/ENSG00000143799/ENSG00000105011/ENSG00000178460/ENSG00000166582/ENSG00000117505/ENSG00000153044/ENSG00000132475/ENSG00000189060/ENSG00000135336/ENSG00000132383/ENSG00000151725/ENSG00000075856/ENSG00000087191/ENSG00000013275/ENSG00000162521/ENSG00000187475/ENSG00000136936/ENSG00000132780/ENSG00000051180/ENSG00000125398/ENSG00000196497/ENSG00000106399/ENSG00000100297/ENSG00000117748/ENSG00000112118/ENSG00000112312/ENSG00000127616/ENSG00000119969/ENSG00000197837/ENSG00000104738/ENSG00000073111/ENSG00000076003/ENSG00000188486/ENSG00000102384/ENSG00000167670/ENSG00000159055/ENSG00000129534/ENSG00000167842/ENSG00000101812/ENSG00000166451/ENSG00000183598/ENSG00000188312/ENSG00000102901/ENSG00000159259/ENSG00000138778/ENSG00000123219/ENSG00000100162/ENSG00000117724/ENSG00000126787"
"GO:0071824","GO:0071824","protein-DNA complex subunit organization",157,-0.605085253733842,-1.98407767340368,3.65259277900034e-09,6.5125729249576e-07,5.75187241829948e-07,2384,"tags=37%, list=21%, signal=30%","ENSG00000118900/ENSG00000272047/ENSG00000165916/ENSG00000100519/ENSG00000141510/ENSG00000104221/ENSG00000189403/ENSG00000128908/ENSG00000143799/ENSG00000105011/ENSG00000178460/ENSG00000166582/ENSG00000117505/ENSG00000153044/ENSG00000132475/ENSG00000189060/ENSG00000135336/ENSG00000132383/ENSG00000151725/ENSG00000178028/ENSG00000075856/ENSG00000087191/ENSG00000013275/ENSG00000162521/ENSG00000187475/ENSG00000136936/ENSG00000132780/ENSG00000051180/ENSG00000125398/ENSG00000196497/ENSG00000106399/ENSG00000100297/ENSG00000117748/ENSG00000112118/ENSG00000112312/ENSG00000127616/ENSG00000119969/ENSG00000197837/ENSG00000104738/ENSG00000073111/ENSG00000076003/ENSG00000188486/ENSG00000102384/ENSG00000167670/ENSG00000159055/ENSG00000129534/ENSG00000167842/ENSG00000101812/ENSG00000166451/ENSG00000183598/ENSG00000188312/ENSG00000102901/ENSG00000159259/ENSG00000138778/ENSG00000123219/ENSG00000100162/ENSG00000117724/ENSG00000126787"
"GO:0050853","GO:0050853","B cell receptor signaling pathway",38,0.78565554792436,2.54375088750686,7.13174792335793e-09,1.09161696295443e-06,9.6411073978205e-07,809,"tags=32%, list=7%, signal=29%","ENSG00000211899/ENSG00000012124/ENSG00000196092/ENSG00000105369/ENSG00000159216/ENSG00000081189/ENSG00000131378/ENSG00000010671/ENSG00000166501/ENSG00000110651/ENSG00000196950/ENSG00000165025"
"GO:0090181","GO:0090181","regulation of cholesterol metabolic process",47,-0.77401458618159,-2.17843618196824,7.14275447810899e-09,1.09161696295443e-06,9.6411073978205e-07,1127,"tags=49%, list=10%, signal=44%","ENSG00000278540/ENSG00000130203/ENSG00000172893/ENSG00000062282/ENSG00000111684/ENSG00000170522/ENSG00000198911/ENSG00000100003/ENSG00000084674/ENSG00000109929/ENSG00000099194/ENSG00000167508/ENSG00000113161/ENSG00000169710/ENSG00000167910/ENSG00000160752/ENSG00000079459/ENSG00000149809/ENSG00000110921/ENSG00000001630/ENSG00000112972/ENSG00000160285/ENSG00000104549"
"GO:0051321","GO:0051321","meiotic cell cycle",146,-0.608665011507734,-1.98298880428754,1.16680326499533e-08,1.73367518457222e-06,1.53117340739738e-06,1725,"tags=40%, list=15%, signal=34%","ENSG00000134278/ENSG00000154473/ENSG00000173809/ENSG00000179218/ENSG00000132383/ENSG00000164754/ENSG00000204991/ENSG00000120498/ENSG00000185627/ENSG00000178966/ENSG00000113522/ENSG00000149311/ENSG00000127564/ENSG00000047188/ENSG00000116062/ENSG00000174371/ENSG00000085999/ENSG00000184571/ENSG00000143452/ENSG00000168556/ENSG00000198765/ENSG00000143228/ENSG00000051180/ENSG00000204410/ENSG00000136492/ENSG00000137090/ENSG00000100918/ENSG00000077935/ENSG00000160207/ENSG00000154920/ENSG00000100814/ENSG00000133101/ENSG00000129810/ENSG00000196584/ENSG00000077800/ENSG00000112029/ENSG00000249961/ENSG00000188486/ENSG00000149503/ENSG00000010292/ENSG00000160188/ENSG00000197275/ENSG00000152670/ENSG00000183324/ENSG00000121621/ENSG00000157456/ENSG00000136824/ENSG00000087586/ENSG00000117650/ENSG00000112742/ENSG00000131747/ENSG00000169679/ENSG00000066923/ENSG00000166851/ENSG00000156509/ENSG00000147082/ENSG00000178997/ENSG00000138587"
"GO:0044782","GO:0044782","cilium organization",279,-0.52768877534416,-1.81229016052531,1.49608051398742e-08,2.10593017613651e-06,1.85994718747245e-06,2893,"tags=47%, list=25%, signal=36%","ENSG00000167552/ENSG00000122970/ENSG00000168385/ENSG00000140463/ENSG00000155761/ENSG00000094631/ENSG00000163913/ENSG00000100815/ENSG00000123607/ENSG00000125863/ENSG00000164066/ENSG00000074054/ENSG00000101367/ENSG00000167461/ENSG00000070761/ENSG00000135931/ENSG00000119333/ENSG00000107140/ENSG00000138686/ENSG00000198003/ENSG00000135338/ENSG00000075945/ENSG00000122507/ENSG00000138175/ENSG00000013016/ENSG00000058453/ENSG00000166596/ENSG00000101624/ENSG00000137601/ENSG00000183638/ENSG00000170027/ENSG00000005249/ENSG00000126001/ENSG00000039139/ENSG00000092200/ENSG00000188229/ENSG00000100360/ENSG00000131462/ENSG00000130638/ENSG00000162643/ENSG00000078668/ENSG00000160401/ENSG00000116213/ENSG00000141519/ENSG00000161996/ENSG00000168234/ENSG00000173805/ENSG00000181378/ENSG00000119547/ENSG00000110318/ENSG00000079974/ENSG00000135541/ENSG00000072864/ENSG00000144061/ENSG00000197603/ENSG00000188343/ENSG00000272514/ENSG00000139323/ENSG00000173588/ENSG00000126870/ENSG00000264364/ENSG00000011143/ENSG00000196230/ENSG00000083535/ENSG00000119661/ENSG00000084731/ENSG00000114446/ENSG00000284862/ENSG00000103540/ENSG00000165115/ENSG00000119650/ENSG00000198331/ENSG00000144451/ENSG00000108641/ENSG00000204104/ENSG00000118965/ENSG00000117155/ENSG00000172426/ENSG00000141577/ENSG00000103494/ENSG00000134874/ENSG00000154099/ENSG00000165506/ENSG00000135407/ENSG00000088986/ENSG00000032742/ENSG00000160226/ENSG00000128581/ENSG00000159079/ENSG00000187726/ENSG00000117245/ENSG00000138036/ENSG00000147874/ENSG00000104237/ENSG00000135315/ENSG00000122735/ENSG00000180376/ENSG00000151849/ENSG00000137821/ENSG00000214367/ENSG00000163093/ENSG00000187049/ENSG00000213397/ENSG00000156042/ENSG00000113966/ENSG00000141013/ENSG00000103995/ENSG00000164675/ENSG00000138286/ENSG00000176225/ENSG00000080572/ENSG00000100490/ENSG00000122417/ENSG00000158428/ENSG00000244607/ENSG00000165533/ENSG00000099204/ENSG00000112981/ENSG00000105479/ENSG00000100078/ENSG00000160188/ENSG00000131351/ENSG00000167858/ENSG00000170312/ENSG00000152763/ENSG00000256061/ENSG00000152240/ENSG00000117650/ENSG00000142609/ENSG00000142731/ENSG00000166851/ENSG00000138587"
"GO:0007088","GO:0007088","regulation of mitotic nuclear division",78,-0.697411384085258,-2.12324810214722,1.67702183057045e-08,2.30009994146701e-06,2.03143697047238e-06,1713,"tags=44%, list=15%, signal=37%","ENSG00000154473/ENSG00000151577/ENSG00000172113/ENSG00000164754/ENSG00000110200/ENSG00000053900/ENSG00000149311/ENSG00000127564/ENSG00000167244/ENSG00000103056/ENSG00000128789/ENSG00000124688/ENSG00000137090/ENSG00000288000/ENSG00000164109/ENSG00000178999/ENSG00000112029/ENSG00000040275/ENSG00000138182/ENSG00000178295/ENSG00000087586/ENSG00000117650/ENSG00000112742/ENSG00000136122/ENSG00000169679/ENSG00000117724/ENSG00000126787/ENSG00000148773/ENSG00000166851/ENSG00000017427/ENSG00000156509/ENSG00000134057/ENSG00000080986/ENSG00000138798"
