"","X","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment","immune_system_processes","regulation_of_immune_system_processes","immune_response_regulating_signaling_pathway","cytokine_production","cytokine_mediated_signaling_pathway","defense_response","regulation_of_defense_response","leukocyte_proliferation"
"GO:0044772","GO:0044772","GO:0044772","mitotic cell cycle phase transition",424,-0.54710556984718,-1.80863186096982,1e-10,3.363125e-08,2.92105263157895e-08,2632,"tags=40%, list=22%, signal=32%","ENSG00000109917/ENSG00000153107/ENSG00000101224/ENSG00000176890/ENSG00000141510/ENSG00000102225/ENSG00000128908/ENSG00000205629/ENSG00000181817/ENSG00000165916/ENSG00000086827/ENSG00000108100/ENSG00000108671/ENSG00000154611/ENSG00000142484/ENSG00000170027/ENSG00000074054/ENSG00000164695/ENSG00000277791/ENSG00000154767/ENSG00000005249/ENSG00000108344/ENSG00000100902/ENSG00000111907/ENSG00000135679/ENSG00000174672/ENSG00000089053/ENSG00000100519/ENSG00000140534/ENSG00000020922/ENSG00000183765/ENSG00000112242/ENSG00000164754/ENSG00000181965/ENSG00000148411/ENSG00000179051/ENSG00000126001/ENSG00000108465/ENSG00000131462/ENSG00000008018/ENSG00000175166/ENSG00000065328/ENSG00000099341/ENSG00000115738/ENSG00000097046/ENSG00000126457/ENSG00000136930/ENSG00000188229/ENSG00000110200/ENSG00000126067/ENSG00000154473/ENSG00000168411/ENSG00000041357/ENSG00000132383/ENSG00000131467/ENSG00000196230/ENSG00000145604/ENSG00000070808/ENSG00000072864/ENSG00000183856/ENSG00000103035/ENSG00000100567/ENSG00000143106/ENSG00000176248/ENSG00000171848/ENSG00000108106/ENSG00000185627/ENSG00000135336/ENSG00000109132/ENSG00000100823/ENSG00000088986/ENSG00000149311/ENSG00000106462/ENSG00000053900/ENSG00000115233/ENSG00000198783/ENSG00000103540/ENSG00000006634/ENSG00000151247/ENSG00000127564/ENSG00000146143/ENSG00000141577/ENSG00000173692/ENSG00000013275/ENSG00000087191/ENSG00000115942/ENSG00000121774/ENSG00000132780/ENSG00000172273/ENSG00000106399/ENSG00000228716/ENSG00000068878/ENSG00000285816/ENSG00000147874/ENSG00000213397/ENSG00000138411/ENSG00000163781/ENSG00000214367/ENSG00000092853/ENSG00000151849/ENSG00000146648/ENSG00000101868/ENSG00000135083/ENSG00000133101/ENSG00000075218/ENSG00000100297/ENSG00000112118/ENSG00000112312/ENSG00000146670/ENSG00000117748/ENSG00000103995/ENSG00000124688/ENSG00000128789/ENSG00000198835/ENSG00000164109/ENSG00000159147/ENSG00000173207/ENSG00000132646/ENSG00000105219/ENSG00000104738/ENSG00000283927/ENSG00000112029/ENSG00000076003/ENSG00000164815/ENSG00000178999/ENSG00000073111/ENSG00000040275/ENSG00000178295/ENSG00000131351/ENSG00000165891/ENSG00000140015/ENSG00000129355/ENSG00000168309/ENSG00000166483/ENSG00000129173/ENSG00000072571/ENSG00000170312/ENSG00000122641/ENSG00000013810/ENSG00000087586/ENSG00000175063/ENSG00000088325/ENSG00000136122/ENSG00000157456/ENSG00000143476/ENSG00000120539/ENSG00000152240/ENSG00000112742/ENSG00000117650/ENSG00000165304/ENSG00000118193/ENSG00000161692/ENSG00000138778/ENSG00000169679/ENSG00000117724/ENSG00000011426/ENSG00000147082/ENSG00000126787/ENSG00000100479/ENSG00000145386/ENSG00000111206/ENSG00000142731/ENSG00000162063/ENSG00000166851/ENSG00000134057/ENSG00000080986/ENSG00000138395/ENSG00000119715/ENSG00000136235","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0048285","GO:0048285","GO:0048285","organelle fission",329,-0.578647640566081,-1.89326371085426,1e-10,3.363125e-08,2.92105263157895e-08,2014,"tags=35%, list=17%, signal=30%","ENSG00000131462/ENSG00000116213/ENSG00000166821/ENSG00000172113/ENSG00000154229/ENSG00000154429/ENSG00000181085/ENSG00000176623/ENSG00000087470/ENSG00000134278/ENSG00000181773/ENSG00000110880/ENSG00000110200/ENSG00000088833/ENSG00000156026/ENSG00000113522/ENSG00000154473/ENSG00000112941/ENSG00000178966/ENSG00000072864/ENSG00000175334/ENSG00000146410/ENSG00000108106/ENSG00000179218/ENSG00000185627/ENSG00000204899/ENSG00000102967/ENSG00000149311/ENSG00000083535/ENSG00000053900/ENSG00000167244/ENSG00000068796/ENSG00000104983/ENSG00000120498/ENSG00000127564/ENSG00000168556/ENSG00000173715/ENSG00000113575/ENSG00000143452/ENSG00000103056/ENSG00000085999/ENSG00000138411/ENSG00000198765/ENSG00000237649/ENSG00000143228/ENSG00000133101/ENSG00000051180/ENSG00000204410/ENSG00000137090/ENSG00000136492/ENSG00000288000/ENSG00000146670/ENSG00000077935/ENSG00000124688/ENSG00000128789/ENSG00000154920/ENSG00000100918/ENSG00000198901/ENSG00000164109/ENSG00000136982/ENSG00000129810/ENSG00000161800/ENSG00000100814/ENSG00000112029/ENSG00000249961/ENSG00000178999/ENSG00000155657/ENSG00000160207/ENSG00000010292/ENSG00000040275/ENSG00000178295/ENSG00000149503/ENSG00000163611/ENSG00000152670/ENSG00000167842/ENSG00000138182/ENSG00000197275/ENSG00000101057/ENSG00000121152/ENSG00000128944/ENSG00000136824/ENSG00000121621/ENSG00000170312/ENSG00000013810/ENSG00000137807/ENSG00000087586/ENSG00000177602/ENSG00000175063/ENSG00000109805/ENSG00000088325/ENSG00000136122/ENSG00000157456/ENSG00000131747/ENSG00000168802/ENSG00000112742/ENSG00000066923/ENSG00000117650/ENSG00000118193/ENSG00000146918/ENSG00000138778/ENSG00000169679/ENSG00000148773/ENSG00000117724/ENSG00000011426/ENSG00000126787/ENSG00000090889/ENSG00000166851/ENSG00000123219/ENSG00000134057/ENSG00000156509/ENSG00000080986/ENSG00000134690/ENSG00000017427/ENSG00000138798","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0051301","GO:0051301","GO:0051301","cell division",435,-0.532208052385293,-1.76068195029222,1e-10,3.363125e-08,2.92105263157895e-08,1521,"tags=23%, list=13%, signal=21%","ENSG00000275700/ENSG00000084764/ENSG00000072864/ENSG00000176248/ENSG00000108106/ENSG00000117632/ENSG00000053900/ENSG00000167244/ENSG00000198783/ENSG00000114904/ENSG00000068796/ENSG00000103540/ENSG00000110492/ENSG00000152684/ENSG00000168556/ENSG00000255346/ENSG00000113296/ENSG00000147874/ENSG00000213397/ENSG00000096093/ENSG00000214367/ENSG00000198765/ENSG00000237649/ENSG00000075188/ENSG00000143228/ENSG00000151849/ENSG00000146425/ENSG00000141759/ENSG00000133101/ENSG00000136492/ENSG00000102981/ENSG00000146670/ENSG00000138180/ENSG00000198901/ENSG00000164109/ENSG00000173207/ENSG00000133739/ENSG00000119969/ENSG00000129810/ENSG00000161800/ENSG00000112029/ENSG00000177143/ENSG00000105486/ENSG00000129534/ENSG00000178999/ENSG00000010292/ENSG00000040275/ENSG00000131351/ENSG00000149503/ENSG00000075388/ENSG00000163611/ENSG00000159055/ENSG00000167842/ENSG00000114346/ENSG00000138182/ENSG00000165891/ENSG00000121152/ENSG00000122966/ENSG00000166483/ENSG00000128944/ENSG00000136824/ENSG00000161888/ENSG00000186871/ENSG00000129173/ENSG00000102901/ENSG00000170312/ENSG00000013810/ENSG00000137807/ENSG00000087586/ENSG00000175063/ENSG00000174442/ENSG00000109805/ENSG00000088325/ENSG00000136122/ENSG00000157456/ENSG00000120539/ENSG00000131747/ENSG00000152240/ENSG00000117650/ENSG00000089685/ENSG00000118193/ENSG00000146918/ENSG00000138778/ENSG00000169679/ENSG00000117724/ENSG00000011426/ENSG00000147082/ENSG00000136108/ENSG00000145386/ENSG00000090889/ENSG00000112984/ENSG00000142731/ENSG00000066279/ENSG00000162063/ENSG00000166851/ENSG00000134057/ENSG00000111665/ENSG00000080986/ENSG00000134690/ENSG00000119715","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0071103","GO:0071103","GO:0071103","DNA conformation change",204,-0.616449250896763,-1.97408271087302,1e-10,3.363125e-08,2.92105263157895e-08,2800,"tags=50%, list=24%, signal=39%","ENSG00000107815/ENSG00000134283/ENSG00000047410/ENSG00000105447/ENSG00000187790/ENSG00000119335/ENSG00000145736/ENSG00000101596/ENSG00000141510/ENSG00000096717/ENSG00000181163/ENSG00000174953/ENSG00000128908/ENSG00000153044/ENSG00000175792/ENSG00000177302/ENSG00000156709/ENSG00000154767/ENSG00000112249/ENSG00000163104/ENSG00000004700/ENSG00000189403/ENSG00000111445/ENSG00000020922/ENSG00000145907/ENSG00000132475/ENSG00000105011/ENSG00000151725/ENSG00000189060/ENSG00000118900/ENSG00000163918/ENSG00000164104/ENSG00000143799/ENSG00000113522/ENSG00000156502/ENSG00000128513/ENSG00000138375/ENSG00000134452/ENSG00000112941/ENSG00000132383/ENSG00000101945/ENSG00000175334/ENSG00000049541/ENSG00000075856/ENSG00000178460/ENSG00000183207/ENSG00000132740/ENSG00000136936/ENSG00000140451/ENSG00000132780/ENSG00000106028/ENSG00000162521/ENSG00000187475/ENSG00000068878/ENSG00000125398/ENSG00000085999/ENSG00000102038/ENSG00000198765/ENSG00000160957/ENSG00000051180/ENSG00000136492/ENSG00000100297/ENSG00000196497/ENSG00000112118/ENSG00000146670/ENSG00000133119/ENSG00000188486/ENSG00000147316/ENSG00000197837/ENSG00000111877/ENSG00000136982/ENSG00000104738/ENSG00000119969/ENSG00000102384/ENSG00000076003/ENSG00000129534/ENSG00000167670/ENSG00000073111/ENSG00000155657/ENSG00000013573/ENSG00000010292/ENSG00000149503/ENSG00000188312/ENSG00000163312/ENSG00000101812/ENSG00000159055/ENSG00000166451/ENSG00000197275/ENSG00000121152/ENSG00000183598/ENSG00000136824/ENSG00000186871/ENSG00000102901/ENSG00000109805/ENSG00000159259/ENSG00000131747/ENSG00000168802/ENSG00000100162/ENSG00000146918/ENSG00000123219/ENSG00000134057/ENSG00000111732","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0098813","GO:0098813","GO:0098813","nuclear chromosome segregation",182,-0.68146414211921,-2.1634500428507,1e-10,3.363125e-08,2.92105263157895e-08,955,"tags=31%, list=8%, signal=29%","ENSG00000143452/ENSG00000138411/ENSG00000198765/ENSG00000237649/ENSG00000143228/ENSG00000136492/ENSG00000146670/ENSG00000077935/ENSG00000124688/ENSG00000128789/ENSG00000154920/ENSG00000100918/ENSG00000198901/ENSG00000164109/ENSG00000136982/ENSG00000129810/ENSG00000161800/ENSG00000100814/ENSG00000112029/ENSG00000249961/ENSG00000178999/ENSG00000155657/ENSG00000013573/ENSG00000010292/ENSG00000040275/ENSG00000178295/ENSG00000149503/ENSG00000163611/ENSG00000167842/ENSG00000114346/ENSG00000121152/ENSG00000128944/ENSG00000136824/ENSG00000171320/ENSG00000121621/ENSG00000013810/ENSG00000137807/ENSG00000177602/ENSG00000175063/ENSG00000109805/ENSG00000131747/ENSG00000168802/ENSG00000112742/ENSG00000066923/ENSG00000117650/ENSG00000118193/ENSG00000146918/ENSG00000138778/ENSG00000169679/ENSG00000117724/ENSG00000126787/ENSG00000090889/ENSG00000166851/ENSG00000123219/ENSG00000134057/ENSG00000080986/ENSG00000134690","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0140014","GO:0140014","GO:0140014","mitotic nuclear division",212,-0.659124094836195,-2.11519356128826,1e-10,3.363125e-08,2.92105263157895e-08,1509,"tags=34%, list=13%, signal=31%","ENSG00000072864/ENSG00000175334/ENSG00000108106/ENSG00000204899/ENSG00000149311/ENSG00000083535/ENSG00000053900/ENSG00000167244/ENSG00000068796/ENSG00000104983/ENSG00000127564/ENSG00000113575/ENSG00000103056/ENSG00000138411/ENSG00000237649/ENSG00000143228/ENSG00000137090/ENSG00000288000/ENSG00000146670/ENSG00000077935/ENSG00000124688/ENSG00000128789/ENSG00000100918/ENSG00000198901/ENSG00000164109/ENSG00000136982/ENSG00000129810/ENSG00000161800/ENSG00000112029/ENSG00000178999/ENSG00000155657/ENSG00000010292/ENSG00000040275/ENSG00000178295/ENSG00000149503/ENSG00000163611/ENSG00000167842/ENSG00000138182/ENSG00000101057/ENSG00000121152/ENSG00000128944/ENSG00000136824/ENSG00000121621/ENSG00000170312/ENSG00000013810/ENSG00000137807/ENSG00000087586/ENSG00000177602/ENSG00000175063/ENSG00000109805/ENSG00000088325/ENSG00000136122/ENSG00000157456/ENSG00000168802/ENSG00000112742/ENSG00000117650/ENSG00000118193/ENSG00000146918/ENSG00000138778/ENSG00000169679/ENSG00000148773/ENSG00000117724/ENSG00000011426/ENSG00000126787/ENSG00000090889/ENSG00000166851/ENSG00000123219/ENSG00000134057/ENSG00000156509/ENSG00000080986/ENSG00000134690/ENSG00000017427/ENSG00000138798","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0060271","GO:0060271","GO:0060271","cilium assembly",274,-0.572410093466171,-1.85893470768411,1.60617558345376e-10,4.91586401146121e-08,4.26968890753779e-08,3268,"tags=56%, list=28%, signal=41%","ENSG00000087903/ENSG00000149483/ENSG00000148019/ENSG00000138002/ENSG00000118690/ENSG00000167552/ENSG00000008086/ENSG00000092200/ENSG00000136811/ENSG00000048342/ENSG00000196659/ENSG00000100815/ENSG00000107140/ENSG00000101004/ENSG00000205084/ENSG00000094631/ENSG00000175216/ENSG00000169379/ENSG00000131437/ENSG00000112144/ENSG00000013016/ENSG00000101367/ENSG00000101350/ENSG00000111837/ENSG00000122970/ENSG00000198003/ENSG00000167461/ENSG00000213123/ENSG00000101624/ENSG00000138175/ENSG00000214413/ENSG00000164066/ENSG00000183638/ENSG00000170027/ENSG00000070761/ENSG00000119333/ENSG00000074054/ENSG00000058453/ENSG00000123607/ENSG00000173805/ENSG00000168385/ENSG00000005249/ENSG00000086300/ENSG00000168234/ENSG00000135931/ENSG00000122507/ENSG00000126001/ENSG00000155761/ENSG00000075945/ENSG00000100360/ENSG00000140463/ENSG00000131462/ENSG00000116213/ENSG00000173226/ENSG00000181085/ENSG00000135407/ENSG00000163913/ENSG00000166596/ENSG00000110318/ENSG00000078668/ENSG00000137601/ENSG00000188229/ENSG00000125863/ENSG00000181378/ENSG00000138686/ENSG00000130638/ENSG00000084731/ENSG00000196230/ENSG00000162643/ENSG00000165115/ENSG00000173588/ENSG00000072864/ENSG00000079974/ENSG00000135541/ENSG00000088986/ENSG00000141519/ENSG00000144061/ENSG00000138036/ENSG00000083535/ENSG00000188343/ENSG00000272514/ENSG00000103540/ENSG00000011143/ENSG00000119650/ENSG00000039139/ENSG00000161996/ENSG00000284862/ENSG00000118965/ENSG00000126870/ENSG00000119661/ENSG00000197603/ENSG00000141577/ENSG00000160401/ENSG00000117155/ENSG00000144451/ENSG00000160226/ENSG00000204104/ENSG00000114446/ENSG00000165506/ENSG00000198331/ENSG00000117245/ENSG00000134874/ENSG00000135315/ENSG00000032742/ENSG00000264364/ENSG00000147874/ENSG00000180376/ENSG00000104237/ENSG00000122735/ENSG00000108641/ENSG00000213397/ENSG00000103494/ENSG00000138286/ENSG00000163093/ENSG00000139323/ENSG00000187726/ENSG00000214367/ENSG00000128581/ENSG00000172426/ENSG00000164675/ENSG00000151849/ENSG00000156042/ENSG00000187049/ENSG00000159079/ENSG00000137821/ENSG00000141013/ENSG00000154099/ENSG00000113966/ENSG00000119547/ENSG00000103995/ENSG00000080572/ENSG00000122417/ENSG00000105479/ENSG00000099204/ENSG00000112981/ENSG00000244607/ENSG00000100490/ENSG00000165533/ENSG00000160188/ENSG00000131351/ENSG00000167858/ENSG00000172425/ENSG00000100078/ENSG00000170312/ENSG00000152763/ENSG00000256061/ENSG00000152240/ENSG00000117650/ENSG00000142609/ENSG00000142731/ENSG00000166851/ENSG00000138587/ENSG00000170264","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0044782","GO:0044782","GO:0044782","cilium organization",283,-0.569651376275987,-1.85191009651016,1.64440721438955e-10,4.91586401146121e-08,4.26968890753779e-08,3268,"tags=55%, list=28%, signal=41%","ENSG00000087903/ENSG00000149483/ENSG00000148019/ENSG00000138002/ENSG00000118690/ENSG00000167552/ENSG00000008086/ENSG00000092200/ENSG00000136811/ENSG00000048342/ENSG00000196659/ENSG00000100815/ENSG00000107140/ENSG00000101004/ENSG00000205084/ENSG00000094631/ENSG00000175216/ENSG00000169379/ENSG00000131437/ENSG00000112144/ENSG00000013016/ENSG00000101367/ENSG00000101350/ENSG00000111837/ENSG00000122970/ENSG00000198003/ENSG00000167461/ENSG00000213123/ENSG00000101624/ENSG00000138175/ENSG00000214413/ENSG00000164066/ENSG00000183638/ENSG00000170027/ENSG00000070761/ENSG00000119333/ENSG00000074054/ENSG00000058453/ENSG00000123607/ENSG00000173805/ENSG00000168385/ENSG00000005249/ENSG00000086300/ENSG00000168234/ENSG00000135931/ENSG00000122507/ENSG00000126001/ENSG00000155761/ENSG00000075945/ENSG00000100360/ENSG00000140463/ENSG00000131462/ENSG00000135338/ENSG00000116213/ENSG00000173226/ENSG00000181085/ENSG00000135407/ENSG00000163913/ENSG00000166596/ENSG00000110318/ENSG00000078668/ENSG00000137601/ENSG00000188229/ENSG00000125863/ENSG00000181378/ENSG00000138686/ENSG00000130638/ENSG00000084731/ENSG00000196230/ENSG00000162643/ENSG00000165115/ENSG00000173588/ENSG00000072864/ENSG00000079974/ENSG00000135541/ENSG00000088986/ENSG00000141519/ENSG00000144061/ENSG00000138036/ENSG00000083535/ENSG00000188343/ENSG00000272514/ENSG00000103540/ENSG00000011143/ENSG00000119650/ENSG00000039139/ENSG00000161996/ENSG00000284862/ENSG00000118965/ENSG00000126870/ENSG00000119661/ENSG00000197603/ENSG00000141577/ENSG00000160401/ENSG00000117155/ENSG00000144451/ENSG00000160226/ENSG00000204104/ENSG00000114446/ENSG00000165506/ENSG00000198331/ENSG00000117245/ENSG00000134874/ENSG00000135315/ENSG00000032742/ENSG00000264364/ENSG00000147874/ENSG00000180376/ENSG00000104237/ENSG00000122735/ENSG00000108641/ENSG00000213397/ENSG00000103494/ENSG00000138286/ENSG00000163093/ENSG00000139323/ENSG00000187726/ENSG00000214367/ENSG00000128581/ENSG00000172426/ENSG00000164675/ENSG00000151849/ENSG00000156042/ENSG00000187049/ENSG00000159079/ENSG00000137821/ENSG00000141013/ENSG00000154099/ENSG00000113966/ENSG00000119547/ENSG00000158428/ENSG00000103995/ENSG00000080572/ENSG00000176225/ENSG00000122417/ENSG00000105479/ENSG00000099204/ENSG00000112981/ENSG00000244607/ENSG00000100490/ENSG00000165533/ENSG00000160188/ENSG00000131351/ENSG00000167858/ENSG00000172425/ENSG00000100078/ENSG00000170312/ENSG00000152763/ENSG00000256061/ENSG00000152240/ENSG00000117650/ENSG00000142609/ENSG00000142731/ENSG00000166851/ENSG00000138587/ENSG00000170264","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0016126","GO:0016126","GO:0016126","sterol biosynthetic process",65,-0.76547029578909,-2.20372478144776,1.8203969721097e-10,5.15555584574857e-08,4.47787399233632e-08,1483,"tags=55%, list=13%, signal=49%","ENSG00000130203/ENSG00000278540/ENSG00000111684/ENSG00000172893/ENSG00000015520/ENSG00000198911/ENSG00000170522/ENSG00000170271/ENSG00000118137/ENSG00000143815/ENSG00000132196/ENSG00000100003/ENSG00000109929/ENSG00000099194/ENSG00000001626/ENSG00000084674/ENSG00000148377/ENSG00000113161/ENSG00000167910/ENSG00000167508/ENSG00000166394/ENSG00000169710/ENSG00000205808/ENSG00000079459/ENSG00000147383/ENSG00000116133/ENSG00000147155/ENSG00000160752/ENSG00000110921/ENSG00000149809/ENSG00000001630/ENSG00000112972/ENSG00000052802/ENSG00000133935/ENSG00000160285/ENSG00000104549","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:1902653","GO:1902653","GO:1902653","secondary alcohol biosynthetic process",60,-0.772912875084635,-2.21266030133384,4.28790003969722e-10,1.04878136880049e-07,9.10922305084003e-08,1483,"tags=55%, list=13%, signal=48%","ENSG00000130203/ENSG00000278540/ENSG00000111684/ENSG00000172893/ENSG00000015520/ENSG00000198911/ENSG00000170522/ENSG00000118137/ENSG00000143815/ENSG00000132196/ENSG00000100003/ENSG00000109929/ENSG00000099194/ENSG00000001626/ENSG00000084674/ENSG00000148377/ENSG00000113161/ENSG00000167910/ENSG00000167508/ENSG00000169710/ENSG00000205808/ENSG00000079459/ENSG00000147383/ENSG00000116133/ENSG00000147155/ENSG00000160752/ENSG00000110921/ENSG00000149809/ENSG00000001630/ENSG00000112972/ENSG00000052802/ENSG00000160285/ENSG00000104549","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:1901990","GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition",299,-0.547402550261614,-1.78392017775902,1.34992201911594e-09,3.1582306021143e-07,2.74309096790609e-07,2621,"tags=40%, list=22%, signal=32%","ENSG00000153107/ENSG00000101224/ENSG00000141510/ENSG00000128908/ENSG00000205629/ENSG00000181817/ENSG00000165916/ENSG00000086827/ENSG00000108671/ENSG00000154611/ENSG00000142484/ENSG00000170027/ENSG00000074054/ENSG00000164695/ENSG00000277791/ENSG00000154767/ENSG00000005249/ENSG00000108344/ENSG00000100902/ENSG00000135679/ENSG00000089053/ENSG00000100519/ENSG00000140534/ENSG00000020922/ENSG00000183765/ENSG00000164754/ENSG00000181965/ENSG00000148411/ENSG00000179051/ENSG00000126001/ENSG00000108465/ENSG00000131462/ENSG00000008018/ENSG00000175166/ENSG00000099341/ENSG00000115738/ENSG00000097046/ENSG00000126457/ENSG00000136930/ENSG00000188229/ENSG00000110200/ENSG00000126067/ENSG00000154473/ENSG00000168411/ENSG00000041357/ENSG00000131467/ENSG00000196230/ENSG00000072864/ENSG00000103035/ENSG00000100567/ENSG00000143106/ENSG00000176248/ENSG00000185627/ENSG00000109132/ENSG00000100823/ENSG00000088986/ENSG00000149311/ENSG00000106462/ENSG00000053900/ENSG00000115233/ENSG00000198783/ENSG00000103540/ENSG00000141577/ENSG00000173692/ENSG00000013275/ENSG00000087191/ENSG00000068878/ENSG00000147874/ENSG00000213397/ENSG00000138411/ENSG00000163781/ENSG00000214367/ENSG00000092853/ENSG00000151849/ENSG00000146648/ENSG00000075218/ENSG00000146670/ENSG00000117748/ENSG00000103995/ENSG00000124688/ENSG00000128789/ENSG00000198835/ENSG00000164109/ENSG00000159147/ENSG00000132646/ENSG00000283927/ENSG00000112029/ENSG00000178999/ENSG00000040275/ENSG00000178295/ENSG00000131351/ENSG00000165891/ENSG00000140015/ENSG00000129355/ENSG00000168309/ENSG00000166483/ENSG00000129173/ENSG00000072571/ENSG00000170312/ENSG00000087586/ENSG00000175063/ENSG00000088325/ENSG00000143476/ENSG00000152240/ENSG00000112742/ENSG00000117650/ENSG00000118193/ENSG00000161692/ENSG00000138778/ENSG00000169679/ENSG00000117724/ENSG00000011426/ENSG00000147082/ENSG00000126787/ENSG00000142731/ENSG00000166851/ENSG00000134057/ENSG00000080986/ENSG00000136235","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0007346","GO:0007346","GO:0007346","regulation of mitotic cell cycle",416,-0.513489940744718,-1.6959160320363,3.70998924964372e-09,8.31810506347202e-07,7.22471590720092e-07,2621,"tags=37%, list=22%, signal=30%","ENSG00000153107/ENSG00000101224/ENSG00000141510/ENSG00000096717/ENSG00000128908/ENSG00000205629/ENSG00000181817/ENSG00000165916/ENSG00000086827/ENSG00000108671/ENSG00000154611/ENSG00000114315/ENSG00000142484/ENSG00000170027/ENSG00000074054/ENSG00000164695/ENSG00000277791/ENSG00000154767/ENSG00000213024/ENSG00000005249/ENSG00000108344/ENSG00000100902/ENSG00000135679/ENSG00000179271/ENSG00000089053/ENSG00000100519/ENSG00000084073/ENSG00000140534/ENSG00000020922/ENSG00000183765/ENSG00000164754/ENSG00000181965/ENSG00000148411/ENSG00000179051/ENSG00000126001/ENSG00000108465/ENSG00000131462/ENSG00000172113/ENSG00000008018/ENSG00000154229/ENSG00000175166/ENSG00000137337/ENSG00000099341/ENSG00000204569/ENSG00000115738/ENSG00000097046/ENSG00000126457/ENSG00000136930/ENSG00000188229/ENSG00000110200/ENSG00000126067/ENSG00000154473/ENSG00000168411/ENSG00000041357/ENSG00000131467/ENSG00000196230/ENSG00000275700/ENSG00000072864/ENSG00000103035/ENSG00000100567/ENSG00000143106/ENSG00000176248/ENSG00000185627/ENSG00000118655/ENSG00000109132/ENSG00000100823/ENSG00000088986/ENSG00000149311/ENSG00000106462/ENSG00000053900/ENSG00000167244/ENSG00000115233/ENSG00000198783/ENSG00000047188/ENSG00000103540/ENSG00000151247/ENSG00000127564/ENSG00000141577/ENSG00000173692/ENSG00000013275/ENSG00000087191/ENSG00000106399/ENSG00000138035/ENSG00000103056/ENSG00000068878/ENSG00000147874/ENSG00000137103/ENSG00000213397/ENSG00000138411/ENSG00000163781/ENSG00000214367/ENSG00000092853/ENSG00000104290/ENSG00000151849/ENSG00000146648/ENSG00000075218/ENSG00000137090/ENSG00000095002/ENSG00000288000/ENSG00000146670/ENSG00000117748/ENSG00000103995/ENSG00000124688/ENSG00000128789/ENSG00000147316/ENSG00000154920/ENSG00000198835/ENSG00000164109/ENSG00000159147/ENSG00000173207/ENSG00000132646/ENSG00000283927/ENSG00000112029/ENSG00000178999/ENSG00000040275/ENSG00000178295/ENSG00000131351/ENSG00000078725/ENSG00000138182/ENSG00000165891/ENSG00000140015/ENSG00000129355/ENSG00000168309/ENSG00000166483/ENSG00000129173/ENSG00000072571/ENSG00000170312/ENSG00000087586/ENSG00000175063/ENSG00000174442/ENSG00000088325/ENSG00000136122/ENSG00000143476/ENSG00000152240/ENSG00000112742/ENSG00000117650/ENSG00000118193/ENSG00000161692/ENSG00000138778/ENSG00000169679/ENSG00000148773/ENSG00000117724/ENSG00000011426/ENSG00000147082/ENSG00000126787/ENSG00000142731/ENSG00000166851/ENSG00000134057/ENSG00000156509/ENSG00000080986/ENSG00000017427/ENSG00000138798/ENSG00000136235","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0006614","GO:0006614","GO:0006614","SRP-dependent cotranslational protein targeting to membrane",77,0.6394635104565,2.3193153102638,7.68945824372891e-09,1.5914221080579e-06,1.38223459927759e-06,2464,"tags=73%, list=21%, signal=58%","ENSG00000158552/ENSG00000233927/ENSG00000162244/ENSG00000231500/ENSG00000167526/ENSG00000164587/ENSG00000125691/ENSG00000182899/ENSG00000197756/ENSG00000174748/ENSG00000156482/ENSG00000171858/ENSG00000063177/ENSG00000145592/ENSG00000083845/ENSG00000142534/ENSG00000134419/ENSG00000109475/ENSG00000147604/ENSG00000182774/ENSG00000148303/ENSG00000105640/ENSG00000137154/ENSG00000112306/ENSG00000221983/ENSG00000108107/ENSG00000114391/ENSG00000161016/ENSG00000136942/ENSG00000142937/ENSG00000188846/ENSG00000198918/ENSG00000198242/ENSG00000110700/ENSG00000118181/ENSG00000166441/ENSG00000008988/ENSG00000170889/ENSG00000171863/ENSG00000105372/ENSG00000149273/ENSG00000131469/ENSG00000198755/ENSG00000145425/ENSG00000163682/ENSG00000142541/ENSG00000142676/ENSG00000089009/ENSG00000174444/ENSG00000122026/ENSG00000115268/ENSG00000130255/ENSG00000197958/ENSG00000172809/ENSG00000105193/ENSG00000065308","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
